{'nome': 'Jack Stall Beck', 'classe': 'ED', 'level': 831, 'exp': 9504415805}
{'nome': 'Zamurah', 'classe': 'RP', 'level': 600, 'exp': 3577212349}
{'nome': 'Zlynblood', 'classe': 'RP', 'level': 600, 'exp': 3577142166}
{'nome': 'Jardel', 'classe': 'ED', 'level': 600, 'exp': 3577115039}
{'nome': 'Bartobi', 'classe': 'ED', 'level': 600, 'exp': 3577030475}
{'nome': 'Kina Pro Rush', 'classe': 'EK', 'level': 600, 'exp': 3577011392}
{'nome': 'Pklizadoraa', 'classe': 'ED', 'level': 600, 'exp': 3576995548}
{'nome': 'Jon label', 'classe': 'ED', 'level': 600, 'exp': 3576923361}
{'nome': 'Bruxelas', 'classe': 'MS', 'level': 600, 'exp': 3576796754}
{'nome': 'Carcaju', 'classe': 'ED', 'level': 600, 'exp': 3576735795}
{'nome': 'Matozo', 'classe': 'RP', 'level': 600, 'exp': 3576699412}
{'nome': 'Reiden', 'classe': 'ED', 'level': 600, 'exp': 3576646243}
{'nome': 'Estrelar', 'classe': 'EK', 'level': 600, 'exp': 3576641676}
{'nome': 'Master Sativa', 'classe': 'ED', 'level': 600, 'exp': 3576597938}
{'nome': 'Sharam Jey', 'classe': 'EK', 'level': 600, 'exp': 3576504076}
{'nome': 'Shimokoloko', 'classe': 'ED', 'level': 600, 'exp': 3576405196}
{'nome': 'Alex Gonne', 'classe': 'ED', 'level': 600, 'exp': 3576370125}
{'nome': 'Puro Voodoo', 'classe': 'ED', 'level': 600, 'exp': 3576354907}
{'nome': 'Stephanos', 'classe': 'RP', 'level': 600, 'exp': 3576335959}
{'nome': 'The Fim', 'classe': 'RP', 'level': 600, 'exp': 3576229354}
{'nome': 'Mariahuana', 'classe': 'ED', 'level': 600, 'exp': 3576186326}
{'nome': 'Chupa Toba', 'classe': 'EK', 'level': 600, 'exp': 3576058318}
{'nome': 'Sos Thaynara', 'classe': 'RP', 'level': 600, 'exp': 3576002849}
{'nome': 'Lucy Hazered', 'classe': 'EK', 'level': 600, 'exp': 3575877678}
{'nome': 'War Attack', 'classe': 'RP', 'level': 600, 'exp': 3575865680}
{'nome': 'Shack Nas Ideia', 'classe': 'ED', 'level': 600, 'exp': 3575730008}
{'nome': 'Old Mec', 'classe': 'ED', 'level': 600, 'exp': 3575692100}
{'nome': 'Como Tu Sem Kusp', 'classe': 'ED', 'level': 600, 'exp': 3575627212}
{'nome': 'Pally Brabo', 'classe': 'RP', 'level': 600, 'exp': 3575588434}
{'nome': 'Scala Seguranca', 'classe': 'ED', 'level': 600, 'exp': 3575565225}
{'nome': 'Knight Maudiito', 'classe': 'EK', 'level': 600, 'exp': 3575551080}
{'nome': 'Vorghner', 'classe': 'ED', 'level': 600, 'exp': 3575517153}
{'nome': 'Hardcore Old', 'classe': 'ED', 'level': 600, 'exp': 3575426104}
{'nome': 'Alias Chapo', 'classe': 'ED', 'level': 600, 'exp': 3575344281}
{'nome': 'Boak', 'classe': 'EK', 'level': 600, 'exp': 3575016055}
{'nome': 'Siicario', 'classe': 'ED', 'level': 600, 'exp': 3574924029}
{'nome': 'Play Escobar', 'classe': 'RP', 'level': 600, 'exp': 3574847993}
{'nome': 'Duvido', 'classe': 'ED', 'level': 600, 'exp': 3574372887}
{'nome': 'Zero Deaths', 'classe': 'EK', 'level': 600, 'exp': 3573762975}
{'nome': 'Robbin Hood', 'classe': 'RP', 'level': 600, 'exp': 3573732194}
{'nome': 'Jegaum Brasil', 'classe': 'MS', 'level': 600, 'exp': 3573511412}
{'nome': 'Rei Heleno', 'classe': 'RP', 'level': 600, 'exp': 3573386045}
{'nome': 'Luizovisk', 'classe': 'MS', 'level': 600, 'exp': 3573354743}
{'nome': 'Mago Garotinho', 'classe': 'ED', 'level': 600, 'exp': 3573321705}
{'nome': 'Drakkus', 'classe': 'ED', 'level': 600, 'exp': 3573274556}
{'nome': 'Carai Biridin', 'classe': 'ED', 'level': 600, 'exp': 3573219174}
{'nome': 'Hell Guardian', 'classe': 'RP', 'level': 600, 'exp': 3573079802}
{'nome': 'Druid Show', 'classe': 'ED', 'level': 600, 'exp': 3572941997}
{'nome': 'Makerquinze', 'classe': 'ED', 'level': 600, 'exp': 3572739695}
{'nome': 'Erik Dalebolt', 'classe': 'RP', 'level': 600, 'exp': 3572728542}
{'nome': 'Burt Rikku', 'classe': 'RP', 'level': 600, 'exp': 3572680180}
{'nome': 'Elite Baron', 'classe': 'ED', 'level': 600, 'exp': 3572658094}
{'nome': 'Ivonete', 'classe': 'RP', 'level': 600, 'exp': 3572604078}
{'nome': 'Nerf', 'classe': 'ED', 'level': 600, 'exp': 3572251840}
{'nome': 'Formact', 'classe': 'RP', 'level': 600, 'exp': 3572219626}
{'nome': 'Infected Is Back', 'classe': 'EK', 'level': 600, 'exp': 3572111832}
{'nome': 'Teu Painho', 'classe': 'ED', 'level': 600, 'exp': 3572036375}
{'nome': 'Hellinkz', 'classe': 'EK', 'level': 600, 'exp': 3572029512}
{'nome': 'Fuziu Fal', 'classe': 'EK', 'level': 600, 'exp': 3571983369}
{'nome': 'Chera Chunelo', 'classe': 'RP', 'level': 600, 'exp': 3571949617}
{'nome': 'Magoziinhow', 'classe': 'ED', 'level': 600, 'exp': 3571887957}
{'nome': 'Alagarta Notebook', 'classe': 'ED', 'level': 600, 'exp': 3571698007}
{'nome': 'Black Barri', 'classe': 'RP', 'level': 600, 'exp': 3571692927}
{'nome': 'The Kiler', 'classe': 'RP', 'level': 600, 'exp': 3571643288}
{'nome': 'Co Criador', 'classe': 'RP', 'level': 600, 'exp': 3571536656}
{'nome': 'Meninoo Ney', 'classe': 'RP', 'level': 600, 'exp': 3571368500}
{'nome': 'Yucateka', 'classe': 'RP', 'level': 600, 'exp': 3571344222}
{'nome': 'Drague', 'classe': 'EK', 'level': 600, 'exp': 3570948357}
{'nome': 'Mr Rabbit', 'classe': 'MS', 'level': 600, 'exp': 3570939417}
{'nome': 'Itz Druid', 'classe': 'ED', 'level': 600, 'exp': 3570904249}
{'nome': 'Izy Bjor', 'classe': 'ED', 'level': 600, 'exp': 3570877229}
{'nome': 'Popierdolony', 'classe': 'EK', 'level': 600, 'exp': 3570845271}
{'nome': 'Felipe Rusherz', 'classe': 'ED', 'level': 600, 'exp': 3570776233}
{'nome': 'Goiaba Morto', 'classe': 'ED', 'level': 600, 'exp': 3570771698}
{'nome': 'Dugaiis', 'classe': 'ED', 'level': 600, 'exp': 3570744484}
{'nome': 'Interfectorem Ed', 'classe': 'ED', 'level': 600, 'exp': 3570704739}
{'nome': 'Pro True', 'classe': 'RP', 'level': 600, 'exp': 3570604284}
{'nome': 'Napoleon', 'classe': 'EK', 'level': 600, 'exp': 3570495456}
{'nome': 'Rangers Vermelho', 'classe': 'ED', 'level': 600, 'exp': 3570466758}
{'nome': 'Loteador Do', 'classe': 'ED', 'level': 600, 'exp': 3570366491}
{'nome': 'Sephirot', 'classe': 'ED', 'level': 600, 'exp': 3570340332}
{'nome': 'Jair Bolsonaro Jr', 'classe': 'ED', 'level': 600, 'exp': 3570202642}
{'nome': 'Hipotenusa', 'classe': 'ED', 'level': 600, 'exp': 3569881684}
{'nome': 'Renekton Adcarry', 'classe': 'RP', 'level': 600, 'exp': 3569326012}
{'nome': 'Black Smoke', 'classe': 'ED', 'level': 600, 'exp': 3569248937}
{'nome': 'Puta Vea', 'classe': 'RP', 'level': 600, 'exp': 3569166399}
{'nome': 'Iam Jennifer', 'classe': 'ED', 'level': 600, 'exp': 3569118974}
{'nome': 'Raynne', 'classe': 'RP', 'level': 600, 'exp': 3569096254}
{'nome': 'Naizenhoow', 'classe': 'EK', 'level': 600, 'exp': 3569016090}
{'nome': 'Cheryl Blossom', 'classe': 'RP', 'level': 600, 'exp': 3568961226}
{'nome': 'Billl', 'classe': 'RP', 'level': 600, 'exp': 3568635657}
{'nome': 'Koryo', 'classe': 'ED', 'level': 600, 'exp': 3568413465}
{'nome': 'Kitii Joga Facil', 'classe': 'EK', 'level': 600, 'exp': 3568403022}
{'nome': 'Do Cu', 'classe': 'ED', 'level': 600, 'exp': 3568152543}
{'nome': 'Dath Cross', 'classe': 'RP', 'level': 600, 'exp': 3568097803}
{'nome': 'Lord Shoter', 'classe': 'RP', 'level': 600, 'exp': 3568073243}
{'nome': 'Pally Of Dark', 'classe': 'RP', 'level': 600, 'exp': 3568018156}
{'nome': 'Roxxyy', 'classe': 'RP', 'level': 600, 'exp': 3568001726}
{'nome': 'Talita Pallazinha', 'classe': 'RP', 'level': 600, 'exp': 3567609489}
{'nome': 'Diaaboo', 'classe': 'EK', 'level': 600, 'exp': 3567562314}
{'nome': 'Cronus Bolterman', 'classe': 'RP', 'level': 600, 'exp': 3567546490}
{'nome': 'Final Warning', 'classe': 'ED', 'level': 600, 'exp': 3567470014}
{'nome': 'Roles Dures', 'classe': 'MS', 'level': 600, 'exp': 3567351253}
{'nome': 'Alcapone', 'classe': 'EK', 'level': 600, 'exp': 3567181304}
{'nome': 'Jigsaw', 'classe': 'RP', 'level': 600, 'exp': 3567174090}
{'nome': 'Chupao The Pitoca', 'classe': 'RP', 'level': 600, 'exp': 3566978348}
{'nome': 'Hamikaze', 'classe': 'RP', 'level': 600, 'exp': 3566914956}
{'nome': 'Seu terror', 'classe': 'ED', 'level': 600, 'exp': 3566851350}
{'nome': 'Osaminha', 'classe': 'RP', 'level': 600, 'exp': 3566735344}
{'nome': 'Legalize Jhaah', 'classe': 'ED', 'level': 600, 'exp': 3566677573}
{'nome': 'Royal Mektrava', 'classe': 'RP', 'level': 600, 'exp': 3566405556}
{'nome': 'Kalifaa', 'classe': 'ED', 'level': 600, 'exp': 3566362669}
{'nome': 'Cilgin Bedis', 'classe': 'RP', 'level': 600, 'exp': 3566219067}
{'nome': 'Black Ultra', 'classe': 'RP', 'level': 600, 'exp': 3566199874}
{'nome': 'Jerry Smith', 'classe': 'ED', 'level': 600, 'exp': 3566085249}
{'nome': 'Shaolix', 'classe': 'ED', 'level': 600, 'exp': 3565794933}
{'nome': 'Rister Shooter', 'classe': 'RP', 'level': 600, 'exp': 3565701704}
{'nome': 'Patrao Bruce', 'classe': 'RP', 'level': 600, 'exp': 3565643519}
{'nome': 'Curera', 'classe': 'ED', 'level': 600, 'exp': 3565471901}
{'nome': 'El Ingeniero', 'classe': 'EK', 'level': 600, 'exp': 3565424850}
{'nome': 'Farmmer', 'classe': 'EK', 'level': 600, 'exp': 3565369535}
{'nome': 'Hibridos', 'classe': 'RP', 'level': 600, 'exp': 3565125597}
{'nome': 'Bows', 'classe': 'RP', 'level': 600, 'exp': 3564924478}
{'nome': 'Cria Da Romenia', 'classe': 'RP', 'level': 600, 'exp': 3564586599}
{'nome': 'Fandangoss', 'classe': 'EK', 'level': 600, 'exp': 3564458682}
{'nome': 'Chori Pan', 'classe': 'EK', 'level': 600, 'exp': 3564378492}
{'nome': 'Parque Acuatico', 'classe': 'RP', 'level': 600, 'exp': 3564340287}
{'nome': 'Bow Bugada', 'classe': 'RP', 'level': 600, 'exp': 3564331016}
{'nome': 'Moscodemais', 'classe': 'ED', 'level': 600, 'exp': 3564327381}
{'nome': 'Duduward', 'classe': 'RP', 'level': 600, 'exp': 3564287127}
{'nome': 'Joao Braveheart', 'classe': 'ED', 'level': 600, 'exp': 3564259679}
{'nome': 'Rosse Frontline', 'classe': 'RP', 'level': 600, 'exp': 3564228929}
{'nome': 'Gago Da Glock', 'classe': 'RP', 'level': 600, 'exp': 3564205934}
{'nome': 'Ziikinha', 'classe': 'MS', 'level': 600, 'exp': 3564193331}
{'nome': 'Fozter', 'classe': 'EK', 'level': 600, 'exp': 3564185741}
{'nome': 'Huka', 'classe': 'ED', 'level': 600, 'exp': 3564171559}
{'nome': 'Sadan Na Missao', 'classe': 'ED', 'level': 599, 'exp': 3564136986}
{'nome': 'Mirella one', 'classe': 'RP', 'level': 599, 'exp': 3564116867}
{'nome': 'Skratch', 'classe': 'RP', 'level': 599, 'exp': 3563718049}
{'nome': 'Topperson', 'classe': 'MS', 'level': 599, 'exp': 3563664867}
{'nome': 'Sloov Watic', 'classe': 'ED', 'level': 599, 'exp': 3563485058}
{'nome': 'Kingsin', 'classe': 'RP', 'level': 599, 'exp': 3562668881}
{'nome': 'Piinto', 'classe': 'ED', 'level': 599, 'exp': 3562597175}
{'nome': 'Dream Warr', 'classe': 'ED', 'level': 599, 'exp': 3562368678}
{'nome': 'Edhelladloborn', 'classe': 'EK', 'level': 599, 'exp': 3562244671}
{'nome': 'Mcs Renan', 'classe': 'RP', 'level': 599, 'exp': 3561759456}
{'nome': 'Robozao', 'classe': 'RP', 'level': 599, 'exp': 3561742039}
{'nome': 'Fa Zloot', 'classe': 'EK', 'level': 599, 'exp': 3561687494}
{'nome': 'Pink Blood', 'classe': 'EK', 'level': 599, 'exp': 3561556751}
{'nome': 'Pico Loco', 'classe': 'ED', 'level': 599, 'exp': 3561426610}
{'nome': 'Kiitinho', 'classe': 'ED', 'level': 599, 'exp': 3561357622}
{'nome': 'Pally Of Massacre', 'classe': 'RP', 'level': 599, 'exp': 3561319300}
{'nome': 'Falido Tres', 'classe': 'ED', 'level': 599, 'exp': 3560978630}
{'nome': 'Boom Boom', 'classe': 'ED', 'level': 599, 'exp': 3560856802}
{'nome': 'Estoy Mamadisimo', 'classe': 'RP', 'level': 599, 'exp': 3560802371}
{'nome': 'Drakoox', 'classe': 'ED', 'level': 599, 'exp': 3560752801}
{'nome': 'Chaves Zika', 'classe': 'ED', 'level': 599, 'exp': 3560647945}
{'nome': 'Goiaba Market', 'classe': 'EK', 'level': 599, 'exp': 3560585603}
{'nome': 'Piika Das Galaxias', 'classe': 'ED', 'level': 599, 'exp': 3560532606}
{'nome': 'Princesa Psy', 'classe': 'ED', 'level': 599, 'exp': 3559912731}
{'nome': 'Kayua', 'classe': 'MS', 'level': 599, 'exp': 3559841617}
{'nome': 'Dichavado Da Ue', 'classe': 'RP', 'level': 599, 'exp': 3559792352}
{'nome': 'Juju Salimeni', 'classe': 'RP', 'level': 599, 'exp': 3559716887}
{'nome': 'Mathilda', 'classe': 'EK', 'level': 599, 'exp': 3559547648}
{'nome': 'Neoh', 'classe': 'RP', 'level': 599, 'exp': 3559452830}
{'nome': 'Boulevardcrown', 'classe': 'EK', 'level': 599, 'exp': 3559404216}
{'nome': 'Xiriz', 'classe': 'RP', 'level': 599, 'exp': 3559149843}
{'nome': 'Rp Full Rp', 'classe': 'RP', 'level': 599, 'exp': 3559146937}
{'nome': 'Layla Bittencourt', 'classe': 'RP', 'level': 599, 'exp': 3558961001}
{'nome': 'Pally Of Renan', 'classe': 'RP', 'level': 599, 'exp': 3558937851}
{'nome': 'Ludovickjr', 'classe': 'EK', 'level': 599, 'exp': 3558521732}
{'nome': 'Al Rush', 'classe': 'ED', 'level': 599, 'exp': 3558393079}
{'nome': 'Summer Druid', 'classe': 'ED', 'level': 599, 'exp': 3558369101}
{'nome': 'Tiim', 'classe': 'ED', 'level': 599, 'exp': 3558240534}
{'nome': 'Stormy', 'classe': 'RP', 'level': 599, 'exp': 3557972856}
{'nome': 'Sopra Frag', 'classe': 'ED', 'level': 599, 'exp': 3557881525}
{'nome': 'Houly Foca', 'classe': 'ED', 'level': 599, 'exp': 3557682415}
{'nome': 'Spy Ninja', 'classe': 'RP', 'level': 599, 'exp': 3557415452}
{'nome': 'Eternal Paladin', 'classe': 'RP', 'level': 599, 'exp': 3557278235}
{'nome': 'Brumack', 'classe': 'EK', 'level': 599, 'exp': 3557119749}
{'nome': 'Vansz', 'classe': 'MS', 'level': 599, 'exp': 3556817347}
{'nome': 'Harvey Specte', 'classe': 'ED', 'level': 599, 'exp': 3556814468}
{'nome': 'Pally Ivonete', 'classe': 'RP', 'level': 599, 'exp': 3556441228}
{'nome': 'Mounkz', 'classe': 'ED', 'level': 599, 'exp': 3556430657}
{'nome': 'King Daster', 'classe': 'RP', 'level': 599, 'exp': 3556366821}
{'nome': 'Tome Telemorte', 'classe': 'ED', 'level': 599, 'exp': 3555914302}
{'nome': 'Legendary Tripida', 'classe': 'RP', 'level': 599, 'exp': 3555802004}
{'nome': 'Negation Neguim', 'classe': 'RP', 'level': 599, 'exp': 3555591561}
{'nome': 'Mafu Terrorista', 'classe': 'ED', 'level': 599, 'exp': 3555447601}
{'nome': 'Royal Shotter Sexy', 'classe': 'RP', 'level': 599, 'exp': 3555315206}
{'nome': 'Owniq', 'classe': 'ED', 'level': 599, 'exp': 3555011613}
{'nome': 'Gran Paladin', 'classe': 'RP', 'level': 599, 'exp': 3554815538}
{'nome': 'Thundher Bolt', 'classe': 'RP', 'level': 599, 'exp': 3554013376}
{'nome': 'Kamikaze Rush', 'classe': 'ED', 'level': 599, 'exp': 3554008878}
{'nome': 'Infante Maldito', 'classe': 'RP', 'level': 599, 'exp': 3553688398}
{'nome': 'Igaaoo', 'classe': 'ED', 'level': 599, 'exp': 3553644048}
{'nome': 'Blink Do', 'classe': 'RP', 'level': 599, 'exp': 3553459747}
{'nome': 'Oi Doly', 'classe': 'RP', 'level': 599, 'exp': 3553232850}
{'nome': 'Seacalma Jovem', 'classe': 'RP', 'level': 599, 'exp': 3553202499}
{'nome': 'Lady Nia', 'classe': 'RP', 'level': 599, 'exp': 3553087868}
{'nome': 'Thii', 'classe': 'ED', 'level': 599, 'exp': 3552511783}
{'nome': 'Jhouzy', 'classe': 'MS', 'level': 599, 'exp': 3552440827}
{'nome': 'Hoax', 'classe': 'ED', 'level': 599, 'exp': 3552047582}
{'nome': 'Spook', 'classe': 'RP', 'level': 599, 'exp': 3551824742}
{'nome': 'Rakedz Voltz', 'classe': 'RP', 'level': 599, 'exp': 3551604875}
{'nome': 'Buuh', 'classe': 'RP', 'level': 599, 'exp': 3551498232}
{'nome': 'Downter', 'classe': 'ED', 'level': 599, 'exp': 3551402879}
{'nome': 'Crazy Clown', 'classe': 'RP', 'level': 599, 'exp': 3551327127}
{'nome': 'Esterno', 'classe': 'RP', 'level': 599, 'exp': 3551314393}
{'nome': 'Psicopata Do Poder', 'classe': 'EK', 'level': 599, 'exp': 3551270246}
{'nome': 'Hight Priest', 'classe': 'ED', 'level': 599, 'exp': 3551195224}
{'nome': 'The Love', 'classe': 'RP', 'level': 599, 'exp': 3551189418}
{'nome': 'Jhon Shellby', 'classe': 'RP', 'level': 599, 'exp': 3551134139}
{'nome': 'Dram', 'classe': 'RP', 'level': 599, 'exp': 3550997987}
{'nome': 'Madcat', 'classe': 'ED', 'level': 599, 'exp': 3550820322}
{'nome': 'Vagabundo De Luxo', 'classe': 'RP', 'level': 599, 'exp': 3550744284}
{'nome': 'Doce De Macadamia', 'classe': 'ED', 'level': 599, 'exp': 3550596868}
{'nome': 'Ruivo', 'classe': 'EK', 'level': 599, 'exp': 3550471005}
{'nome': 'Teemo De Aghamin', 'classe': 'RP', 'level': 599, 'exp': 3550239256}
{'nome': 'Megacagada', 'classe': 'EK', 'level': 599, 'exp': 3550231096}
{'nome': 'Nanicollas', 'classe': 'ED', 'level': 599, 'exp': 3550170897}
{'nome': 'Might', 'classe': 'ED', 'level': 599, 'exp': 3550157975}
{'nome': 'Bloker Tenso', 'classe': 'EK', 'level': 599, 'exp': 3549910798}
{'nome': 'Aaa Aaa Aaa Aaa Aa', 'classe': 'RP', 'level': 599, 'exp': 3549684419}
{'nome': 'Jow Wilson', 'classe': 'ED', 'level': 599, 'exp': 3549610336}
{'nome': 'Veneno A', 'classe': 'EK', 'level': 599, 'exp': 3549372687}
{'nome': 'Dred San', 'classe': 'ED', 'level': 599, 'exp': 3549372561}
{'nome': 'Umobukaifeiditao', 'classe': 'ED', 'level': 599, 'exp': 3548499210}
{'nome': 'Paralyzing', 'classe': 'ED', 'level': 599, 'exp': 3548382934}
{'nome': 'Ei Ta', 'classe': 'ED', 'level': 599, 'exp': 3547781709}
{'nome': 'Spy Niinja', 'classe': 'RP', 'level': 599, 'exp': 3547738212}
{'nome': 'Abner Druid', 'classe': 'ED', 'level': 599, 'exp': 3547668475}
{'nome': 'Aleman Tankzor', 'classe': 'ED', 'level': 599, 'exp': 3547658185}
{'nome': 'Pain Rlz', 'classe': 'ED', 'level': 599, 'exp': 3547567817}
{'nome': 'Pusho', 'classe': 'EK', 'level': 599, 'exp': 3547258000}
{'nome': 'Teka Pally', 'classe': 'RP', 'level': 599, 'exp': 3547076858}
{'nome': 'Pally ty', 'classe': 'RP', 'level': 599, 'exp': 3546685210}
{'nome': 'Taylon Rp', 'classe': 'RP', 'level': 599, 'exp': 3546400824}
{'nome': 'Biielzinho Owns', 'classe': 'MS', 'level': 599, 'exp': 3546393118}
{'nome': 'Ashee', 'classe': 'RP', 'level': 599, 'exp': 3546324666}
{'nome': 'Tranksmcs', 'classe': 'MS', 'level': 598, 'exp': 3546113973}
{'nome': 'Druid Rullexz', 'classe': 'ED', 'level': 598, 'exp': 3545963334}
{'nome': 'Dry Ice Hax', 'classe': 'ED', 'level': 598, 'exp': 3545763440}
{'nome': 'Skank Kina', 'classe': 'EK', 'level': 598, 'exp': 3545751378}
{'nome': 'Babanin Oglu Kemal', 'classe': 'ED', 'level': 598, 'exp': 3545664569}
{'nome': 'Kane', 'classe': 'EK', 'level': 598, 'exp': 3545436434}
{'nome': 'Pu De Cuinguin', 'classe': 'MS', 'level': 598, 'exp': 3545378086}
{'nome': 'Topdomomento', 'classe': 'ED', 'level': 598, 'exp': 3545344090}
{'nome': 'Lanca Perfume', 'classe': 'ED', 'level': 598, 'exp': 3545091090}
{'nome': 'Evento', 'classe': 'RP', 'level': 598, 'exp': 3545018319}
{'nome': 'Goiaba Baba', 'classe': 'EK', 'level': 598, 'exp': 3544733066}
{'nome': 'Mini Mann', 'classe': 'RP', 'level': 598, 'exp': 3544719003}
{'nome': 'Breno Das Novinhas', 'classe': 'ED', 'level': 598, 'exp': 3544541061}
{'nome': 'Out Qqmuda', 'classe': 'ED', 'level': 598, 'exp': 3544393171}
{'nome': 'Blair Waldorf', 'classe': 'ED', 'level': 598, 'exp': 3544386617}
{'nome': 'Popzera', 'classe': 'RP', 'level': 598, 'exp': 3543870781}
{'nome': 'Thirzan', 'classe': 'RP', 'level': 598, 'exp': 3543783344}
{'nome': 'Mokshoz', 'classe': 'RP', 'level': 598, 'exp': 3543693587}
{'nome': 'Donmaster', 'classe': 'RP', 'level': 598, 'exp': 3543228438}
{'nome': 'Zawg', 'classe': 'EK', 'level': 598, 'exp': 3542986732}
{'nome': 'Goiano Original', 'classe': 'ED', 'level': 598, 'exp': 3542582983}
{'nome': 'Tekinha', 'classe': 'RP', 'level': 598, 'exp': 3542424632}
{'nome': 'Pihno Bronks', 'classe': 'ED', 'level': 598, 'exp': 3542252786}
{'nome': 'Cratos', 'classe': 'EK', 'level': 598, 'exp': 3541432938}
{'nome': 'Acco', 'classe': 'RP', 'level': 598, 'exp': 3541432352}
{'nome': 'Teik', 'classe': 'ED', 'level': 598, 'exp': 3541176490}
{'nome': 'Mourex', 'classe': 'ED', 'level': 598, 'exp': 3540649257}
{'nome': 'Exinting Bussy', 'classe': 'MS', 'level': 598, 'exp': 3540279611}
{'nome': 'Genesiss', 'classe': 'RP', 'level': 598, 'exp': 3540002504}
{'nome': 'Arthur Shellby', 'classe': 'RP', 'level': 598, 'exp': 3539859744}
{'nome': 'Aicinco', 'classe': 'ED', 'level': 598, 'exp': 3539294040}
{'nome': 'Will Cunhado', 'classe': 'ED', 'level': 598, 'exp': 3539213272}
{'nome': 'Kisame Hoshigaki', 'classe': 'RP', 'level': 598, 'exp': 3539085890}
{'nome': 'Darkheat', 'classe': 'RP', 'level': 598, 'exp': 3539051557}
{'nome': 'Pedro Thekinos Oz', 'classe': 'ED', 'level': 598, 'exp': 3538561793}
{'nome': 'Lady Dbust', 'classe': 'RP', 'level': 598, 'exp': 3538429444}
{'nome': 'Tengo La Pampara', 'classe': 'RP', 'level': 598, 'exp': 3538274506}
{'nome': 'Raspberry', 'classe': 'ED', 'level': 598, 'exp': 3538235837}
{'nome': 'Lorien', 'classe': 'ED', 'level': 598, 'exp': 3537839650}
{'nome': 'Don Jezito Iv', 'classe': 'ED', 'level': 598, 'exp': 3537647531}
{'nome': 'Spotlight', 'classe': 'ED', 'level': 598, 'exp': 3537623034}
{'nome': 'Styllo Baguida', 'classe': 'RP', 'level': 598, 'exp': 3537084557}
{'nome': 'Lacoste', 'classe': 'RP', 'level': 598, 'exp': 3536949534}
{'nome': 'Roza Wiatrow', 'classe': 'RP', 'level': 598, 'exp': 3536878867}
{'nome': 'Dad Sito', 'classe': 'ED', 'level': 598, 'exp': 3536848912}
{'nome': 'Impala', 'classe': 'RP', 'level': 598, 'exp': 3536728156}
{'nome': 'Midnigth', 'classe': 'RP', 'level': 598, 'exp': 3536555035}
{'nome': 'Gordofobico', 'classe': 'RP', 'level': 598, 'exp': 3536496508}
{'nome': 'Paquibafrigo', 'classe': 'MS', 'level': 598, 'exp': 3536173175}
{'nome': 'Juninhu Docinhu', 'classe': 'ED', 'level': 598, 'exp': 3535784029}
{'nome': 'Rei Du Crak', 'classe': 'ED', 'level': 598, 'exp': 3535455643}
{'nome': 'Kyng Castle', 'classe': 'RP', 'level': 598, 'exp': 3535307822}
{'nome': 'Cronos Dog', 'classe': 'EK', 'level': 598, 'exp': 3535240821}
{'nome': 'Luh Mythus', 'classe': 'ED', 'level': 598, 'exp': 3534798877}
{'nome': 'Chuq Noris', 'classe': 'ED', 'level': 598, 'exp': 3534330996}
{'nome': 'Surtada', 'classe': 'ED', 'level': 598, 'exp': 3534219166}
{'nome': 'Vai Lacra', 'classe': 'RP', 'level': 598, 'exp': 3534121110}
{'nome': 'Physiotherapy', 'classe': 'ED', 'level': 598, 'exp': 3533922738}
{'nome': 'Jhennifer', 'classe': 'ED', 'level': 598, 'exp': 3533613633}
{'nome': 'Debull', 'classe': 'RP', 'level': 598, 'exp': 3533400049}
{'nome': 'Pikaziilm', 'classe': 'RP', 'level': 598, 'exp': 3533376240}
{'nome': 'Warung-beach', 'classe': 'ED', 'level': 598, 'exp': 3533324237}
{'nome': 'Voy Fumaoo', 'classe': 'EK', 'level': 598, 'exp': 3533306180}
{'nome': 'Anjinha Rush', 'classe': 'ED', 'level': 598, 'exp': 3533095342}
{'nome': 'Summer Dumbledore', 'classe': 'ED', 'level': 598, 'exp': 3533069880}
{'nome': 'Rogerio Comuna', 'classe': 'ED', 'level': 598, 'exp': 3532988966}
{'nome': 'Trpbrkr Espeteiro', 'classe': 'ED', 'level': 598, 'exp': 3532867193}
{'nome': 'Saurfang', 'classe': 'EK', 'level': 598, 'exp': 3532866013}
{'nome': 'Cash Trip', 'classe': 'ED', 'level': 598, 'exp': 3532839160}
{'nome': 'Ant Kina', 'classe': 'EK', 'level': 598, 'exp': 3532654368}
{'nome': 'Chaos Maker', 'classe': 'EK', 'level': 598, 'exp': 3532059105}
{'nome': 'Narkoman', 'classe': 'ED', 'level': 598, 'exp': 3531940046}
{'nome': 'Cookie Shooter', 'classe': 'RP', 'level': 598, 'exp': 3531490776}
{'nome': 'Evil Punkher', 'classe': 'RP', 'level': 598, 'exp': 3531446502}
{'nome': 'Kikaum', 'classe': 'RP', 'level': 598, 'exp': 3531404935}
{'nome': 'Miiguelziinho', 'classe': 'ED', 'level': 598, 'exp': 3531367942}
{'nome': 'Csf Royal', 'classe': 'RP', 'level': 598, 'exp': 3531335431}
{'nome': 'Pro Push', 'classe': 'ED', 'level': 598, 'exp': 3530517507}
{'nome': 'Psy Cho', 'classe': 'RP', 'level': 598, 'exp': 3529922037}
{'nome': 'Reverendo', 'classe': 'ED', 'level': 598, 'exp': 3528939305}
{'nome': 'Heitor Flexa Facil', 'classe': 'RP', 'level': 598, 'exp': 3528702375}
